,name,synonyms
12252,Green tea leaf,"['Camellia Sinensis (Green Tea) Extract', 'Camellia Sinensis Leaf', 'Camellia Sinensis Leaf Extract', 'Camellia Sinensis Leaf Powder', 'Camelliae Folium', 'Camelliae Sinensis Folium', 'Camelliae Sinensis Non Fermentatum Folium', 'Cha Ye', 'Green Tea', 'Green Tea Extract', 'Green Tea Leaf Extract', 'Matcha Tea', 'Matcha Tea Leaf', 'Sencha Tea', 'Sencha Tea Leaf', 'Tea Extract', 'Thea Sinensis']"
12253,Camellia japonica seed oil,"['Common Camellia Seed Oil', 'Japanese Camellia Seed Oil', 'Tsubaki Oil']"
12254,Meadowfoam seed oil,"['Limnanthes Alba (Meadowfoam) Seed Oil', 'Limnanthes Alba Seed Oil', 'Meadowfoam Oil', 'White Meadowfoam Seed Oil']"
12255,Argan oil,"['Argan Volatile Oil', 'Argania Sideroxylon Oil', 'Argania Spinosa Kernel Oil', 'Argania Spinosa Oil', 'Lyciodes Candolleanum Oil', 'Lyciodes Spinosum Oil', 'Sideroxylon Argan Oil', 'Sideroxylon Spinosum Oil', 'Verlangia Argan Oil']"
12256,Shea butter,"['Butyrospermum Parkii (Shea) Butter', 'Butyrospermum Parkii (Shea) Butter Extract', 'Shea Tree Seed Fat', 'Vitellaria Paradoxa Subsp. Paradoxa Nut Fat', 'Vitellaria Paradoxa Subsp. Paradoxa Seed Fat']"
12257,Glycyrrhiza glabra,"['Ae-licorice', 'Cultivated Licorice Root', 'Gan Cao Root', 'Gancao (Glycyrrhiza Glabra)', 'Glycyrrhiza', 'Glycyrrhiza (Glycyrrhiza Glabra)', 'Glycyrrhiza Glabra (Licorice) Rhizome/root', 'Glycyrrhiza Glabra (Licorice) Rhizome/root Extract', 'Glycyrrhiza Glabra (Licorice) Root', 'Glycyrrhiza Glabra (Licorice) Root Extract', 'Glycyrrhiza Glabra (Licorice) Root Powder', 'Glycyrrhiza Glabra Extract', 'Glycyrrhiza Glabra L Rhizome Extract', 'Glycyrrhiza Glabra Processed Root', 'Glycyrrhiza Glabra Rhizome', 'Glycyrrhiza Glabra Root', 'Glycyrrhiza Glabra Root Powder', 'Glycyrrhiza Glabra Root With Rhizome', 'Glycyrrhiza Glandulifera Root', 'Glycyrrhiza Hirsuta Root', 'Glycyrrhiza Pallida Root', 'Glycyrrhiza Violacea Root', 'Glycyrrhizae Radix Et Rhizoma (Glycyrrhiza Glabra)', 'Glycyrrhizae Radix Et Rhizoma Praeparata Cum Melle (Glycyrrhiza Glabra)', 'Guang Guo Gan Cao Root', 'Licorice Allergenic Extract', 'Licorice Extract', 'Licorice Extract Powder', 'Licorice Flavanoid Oil', 'Licorice Rhizome/root Extract', 'Liquiritiae Radix', 'Liquorice Root (Glycyrrhiza Glabra)', 'Prepared Liauorice Root (Glycyrrhiza Glabra)', 'Russian Licorice Root', 'Spanish Licorice Root', 'Turkish Licorice Root', 'Yashtimadhu Root', 'Zhigancao (Glycyrrhiza Glabra)']"
12258,Lawsonia inermis leaf,"['Ae-henna', 'Allergenic Extract- Henna Lawsonia Inermis', 'Henna', 'Henna Leaf', 'Lawsonia Alba Leaf', 'Lawsonia Inermis (Henna) Leaf Extract', 'Madayanti Leaf', 'Plants and Plant Parts, Henna Lawsonia Inermis']"
12259,Indigofera tinctoria leaf,"['Indigo Leaf', 'Indigofera Bergii Leaf', 'Indigofera Cinerascens Leaf', 'Indigofera Houer Leaf', 'Indigofera Indica Leaf', 'Indigofera Oligophylla Leaf', 'Indigofera Orthocarpa Leaf', 'Indigofera Sumatrana Leaf', 'Indigofera Tinctoria Leaf Extract', 'Indigofera Tinctoria Leaf Powder', 'Indigofera Tulearensis Leaf', 'Nila Leaf', 'Nili Leaf', 'Nilika Leaf', 'Nilini Leaf', 'Qing Dai (Indigofera Tinctoria)', 'True Indigo Leaf']"
12260,Calendula officinalis whole,"['Calendula', 'Calendula Officinalis Whole Extract', 'Calendula Whole', 'Pot Marigold Whole', 'Scotch-marigold Whole']"
12261,Tangerine peel,"['Aged Peel', 'Chen Pi', 'Chenpi', 'Citri Exocarpium Rubrum', 'Citri Reticulatae Pericarpium', 'Citrus Aurantium Tachibana Peel Extract', 'Citrus Chachiensis Fruit Rind', 'Citrus Daoxianensis Fruit Rind', 'Citrus Deliciosa Fruit Rind', 'Citrus Depressa Fruit Rind', 'Citrus Depressa Peel Extract', 'Citrus Erythrosa Fruit Rind', 'Citrus Mangshanensis Fruit Rind', 'Citrus Nobilis (Mandarin Orange) Peel Extract', 'Citrus Nobilis Fruit Rind', 'Citrus Ponki Fruit Rind', 'Citrus Poonensis Fruit Rind', 'Citrus Reticulata (Tangerine) Peel Extract', 'Citrus Reticulata (Tangerine) Peel Powder', 'Citrus Reticulata Fruit Rind', 'Citrus Succosa Fruit Rind', 'Citrus Suhuiensis Fruit Rind', 'Citrus Sunki Fruit Rind', 'Citrus Tachibana Fruit Rind', 'Citrus Tangerina (Tangerine) Peel', 'Citrus Tangerina (Tangerine) Peel Extract', 'Citrus Tangerina Fruit Rind', 'Citrus Tankan Fruit Rind', 'Citrus Unshiu Fruit Rind', 'Citrus Unshiu Peel (Citrus Reticulata)', 'Citrus Unshiu Peel (Citrus Unshiu)', 'Citrus Unshiu Peel Extract', 'Citrus Unshiu Peel Powder', 'Citrus Unshiu Pericarp Extract', 'Citrus Vangasy Fruit Rind', 'Citrus Voangasay Fruit Rind', 'Dried Tangerine Peel', 'Japanese Orange Peel Extract', 'Juhong', 'Mandarin Orange Peel', 'Mandarin Orange Peel Extract', 'Mandarin Peel', 'Red Tangerine Peel']"
12262,Pomegranate,"['Ae-pomegrante', 'Allergenic Extract- Pomegranate Punica Granatum', 'Dadima Fruit', 'Pomegranate Extract', 'Pomegranate Fruit', 'Pomegranate Fruit Polyphenol Extract', 'Pomegranates, Raw', 'Pomegranates,raw', 'Punica Granatum Fruit', 'Punica Granatum Fruit Extract', 'Shi Liu Fruit']"
12263,Macadamia seed oil glycereth-8 esters,[]
12264,Magnolia kobus flowering top,"['Buergeria Obovata Flowering Top', 'Kobushi Magnolia Flowering Top', 'Magnolia Borealis Flowering Top', 'Magnolia Kobus Branch/flower/leaf Extract', 'Magnolia Kobushii Flowering Top', 'Magnolia Praecocossima Flowering Top', 'Magnolia Pseudokobus Flowering Top', 'Magnolia Thurberi Flowering Top', 'Michelia Gracilis Flowering Top', 'Talauma Obovata Flowering Top', 'Yulania Kobus Flowering Top']"
12265,Eucalyptus globulus leaf,"['Australian Fever Tree Leaf', 'Blue Gum Leaf', 'Bluegum Eucalyptus Leaf', 'Eucalypti Folium', 'Eucalypti Folium (Eucalyptus Globulus Labill.)', 'Eucalyptus Extract', 'Eucalyptus Globulus', 'Eucalyptus Globulus Leaf Extract', 'Eucalyptus Globulus Leaf Powder', 'Eucalyptus Leaf', 'Eucalyptus Leaf (Eucalyptus Globulus Labill.)', 'Southern Blue Gum Leaf', 'Tasmanian Blue Gum Leaf', 'Tasmanian Bluegum Leaf']"
12266,Bambusa vulgaris top,"['Bamboo Extract', 'Bamboo Top', 'Bambusa Vulgaris (Bamboo) Extract', 'Bambusa Vulgaris Extract', 'Bambusa Vulgaris Leaf/stem Extract', 'Bambusa Vulgaris Top Extract', 'Common Bamboo Top', 'Feathery Bamboo Top']"
12267,Coconut oil,"['Coconut oil', 'Coconut Oil (Unhydrogenated)', 'Coconut Oil Base', 'Coconut Oil Triglycerides', 'Coconut Oil, Unhydrogenated', 'Cocos Nucifera (Coconut) Oil', 'Cocos Nucifera Seed Oil', 'Oil, Coconut', 'Oil,cocnt']"
12268,Grape seed oil,"['Cognac Green Oil', 'Cognac Oil Green', 'Cognac Oil White', 'Cognac Oil, -Green', 'Cognac Oil, Green', 'Cognac Oil, White', 'Cognac White Oil', 'European Grape Seed Oil', 'Grape Seed Volatile Oil', 'Green Cognac Oil', 'Oil, Grapeseed', 'Oil,grapeseed', 'Vitis Vinifera (Grape) Seed Oil', 'Vitis Vinifera Oil', 'Wine Grape Seed Oil', 'Wine Yeast Oil']"
12269,Apricot kernel oil,"['Apricot Kernel Volatile Oil', 'Apricot Oil', 'Apricot Seed Oil', 'Armeniaca Vulgaris Oil', 'Oil, Apricot Kernel', 'Oil,apricot Kernel', 'Oils, Apricot', 'Prunus Armeniaca (Apricot) Kernel Oil', 'Prunus Armeniaca Oil', 'Prunus Armeniaca Seed Oil']"
12270,Schisandra chinensis fruit,"['Bei Wu Wei Zi', 'Chinese Magnoliavine Fruit', 'Five-flavor-fruit', 'Five-flavoured Seed', 'Fuzheng Huayu Component Fructus Schisandrae Fruit', 'Kadsura Chinensis Fruit', 'Magnolia-vine Fruit', 'Maximowiczia Amurensis Fruit', 'Maximowiczia Chinensis Fruit', 'Northern Schisandra', 'Northern Schisandra Fruit', 'Schisandra Chinensis Dry Fruit', 'Schisandra Chinensis Fruit Extract', 'Schisandra Fruit', 'Schisandrae Chinensis Fructus', 'Schizandra', 'Schizandra Chinensis Fruit', 'Schizandra Chinensis Fruit Extract', 'Schizandra Chinensis Fruit Powder', 'Schizandra Fruit', 'Schizandra Preparation', 'Wu Wei Zi', 'Wu Wei Zi Fruit Extract', 'Wuweizi']"
12271,Amber,"['Amber Extract', 'Amber Powder', 'Resinite', 'Succinum']"
12272,Purslane,"[""Horse's Teeth Amaranth"", 'Ma Chi Xian', 'Machixian', 'Portulaca Neglecta Top', 'Portulaca Oleracea Extract', 'Portulaca Oleracea Flower/leaf/stem Extract', 'Portulaca Oleracea Flowering Top', 'Portulaca Oleracea Top', 'Portulaca Retusa Top', 'Portulacae Herba', 'Purslane Herb', 'Purslane, Raw', 'Purslane,raw', 'Wild Portulaca Top']"
12273,Chamaemelum nobile flower,"['Anthemis Nobilis Extract', 'Anthemis Nobilis Flower', 'Anthemis Nobilis Flower Extract', 'Anthemis Nobilis Flower Powder', 'Camomile Flower (Roman or English)', 'Camomile Flower Roman Extract', 'Chamaemelum Nobile (L.) All. (Anthemis Nobilis L.)', 'Chamaemelum Nobile Flower Extract', 'Chamomile Extract, English', 'Chamomile Extract, Roman', 'Chamomile Flower Extract Roman', 'Chamomile Flower, Roman, Extract', 'Chamomillae Romanae Flos', 'English Chamomile Flower', 'Roman Chamomile Flower']"
12274,Sunflower oil,"['Helianthus Annuus (Sunflower) Seed Oil', 'Helianthus Annuus Seed Oil', 'Lipid,structured (From Sunflower Oil)', 'Sunflower Oil (Unhydrogenated)', 'Sunflower Seed Oil']"
12275,Macadamia oil,"['Macadamia (Macadamia Ternifolia) Nut Oil', 'Macadamia Integrifolia Oil', 'Macadamia Integrifolia Seed Oil', 'Macadamia Nut Oil', 'Macadamia Ternifolia Oil', 'Macadamia Ternifolia Seed Oil']"
12276,Heterotheca inuloides flower,"['Diplocoma Villosa Flower', 'Doronicum Mexicanum Flower', 'False Arnica Flower', 'Fancy Falsegoldenaster Flower', 'Heterotheca Inuloides Flower Extract', 'Mexican Arnica Flower']"
12277,Inonotus obliquus fruiting body,"['Boletus Obliquus Fruiting Body', 'Chaga Fruiting Body', 'Clinker Polypore Fruiting Body', 'Fomes Obliquus Fruiting Body', 'Fuscoporia Obliqua Fruiting Body', 'Inonotus Obliquus (Mushroom) Extract', 'Inonotus Obliquus Fruiting Body Extract', 'Mucronoporus Obliqua Fruiting Body', 'Phaeoporus Obliquus Fruiting Body', 'Phellinus Obliquus Fruiting Body', 'Physisporus Obliquus Fruiting Body', 'Polyporus Obliquus Fruiting Body', 'Poria Obliqua Fruiting Body', 'Scindalma Obliquum Fruiting Body', 'Xanthochrous Obliquus Fruiting Body']"
12278,Nelumbo nucifera flower,"['Bean of India Flower', 'East Indian Lotus Flower', 'Hindu Lotus Flower', 'Indian Lotus Flower', 'Lian Fang', 'Lianfang', 'Lotus Peduncle', 'Lotus Receptacle', 'Nelumbinis Receptaculum', 'Nelumbium Nelumbo Flower', 'Nelumbium Speciosum Flower', 'Nelumbium Speciosum Flower Extract', 'Nelumbo Nucifera Flower Extract', 'Nelumbo Nucifera Flower Powder', 'Nelumbo Speciosa Flower', 'Nymphaea Nelumbo Flower', 'Oriental Lotus Flower', 'Padma Flower', 'Sacred Lotus Flower']"
12279,Hydrogenated coconut oil,"['Coconut Oil, Hydrogenated']"
12280,Bergamot oil,"['Bergamot', 'Bergamot Fruit Extract', 'Bergamot Oil, Cold-pressed', 'Bergamot Oil, Coldpressed', 'Bergamot Orange Oil', 'Bergamot,imitation', 'Citri Bergamia Aetheroleum', 'Citrus Aurantium Bergamia (Bergamot) Fruit Extract', 'Citrus Aurantium Bergamia (Bergamot) Fruit Oil', 'Citrus Aurantium Bergamia (Bergamot) Fruit Water', 'Citrus Aurantium Bergamia (Bergamot) Peel Oil', 'Citrus Aurantium Subsp. Bergamia Fruit Rind Oil', 'Citrus Aurantium Subsp. Bergamia Oil', 'Citrus Bergamia (Bergamot) Peel Oil', 'Citrus Bergamia Extract', 'Citrus Bergamia Fruit Rind Oil', 'Citrus Bergamia Oil', 'Citrus Bergamia Risso & Poiteau.', 'Citrus X Aurantium Subsp. Bergamia Fruit Rind Oil', 'Oil Bergamot', 'Oil of Bergamot']"
12281,Angelica sinensis root,"['Angelica Polymorpha Sinensis Root Extract', 'Angelica Sinensis (Oliv.) Diels', 'Angelica Sinensis Processed Root', 'Angelica Sinensis Root Dry Extract', 'Angelica Sinensis Root Extract', 'Angelica Sinensis, Radix', 'Angelicae Sinensis Radix', 'Chinese Angelica', 'Chinese Angelica Extract', 'Chinese Angelica Root', 'Dang Gui Root', 'Dang Gui Shen', 'Dang Gui Tou', 'Dang Gui Wei', 'Danggui', 'Dong Gui Root', 'Dong Quai', 'Dong Quai Extract', 'Dong Quai Processed Root', 'Dong Quai Root', 'State of Return', 'Tang Kuei Extract', 'Tang Kuei Root']"
12282,Salvia miltiorrhiza root,"['Chinese Sage Root', 'Chinese Salvia', 'Chinese Salvia Root', 'Dan Shen (Salvia Miltiorrhiza)', 'Danshen Root', 'Fuzheng Huayu Component Radix Salvia Miltiorrhizae', 'Radix Salvia Miltiorrhizae', 'Red Sage Root', 'Red-root Sage Root', 'Salvia miltiorrhiza root', 'Salvia Miltiorrhiza Root Extract', 'Salvia Miltiorrhiza Root With Rhizome', 'Salvia Miltiorrhizae Root', 'Salvia Root', 'Salviae Miltiorrhizae Radix', 'Salviae Miltiorrhizae Radix Et Rhizoma']"
12283,Atractylodes lancea root oil,"['Atractylodes Lancea Rhizome Volatile Oil', 'Atractyloides Japonica Root Oil']"
12284,Scutellaria lateriflora,"['Blue Skullcap Whole', 'Hoodwort Whole', 'Mad Dog Skullcap Whole', 'Mad-dog Skullcap Whole', 'Scullcap', 'Scutellaria Lateriflora Extract', 'Skullcap', 'Skullcap Whole', 'Virginian Skullcap Whole']"
12285,Prunus armeniaca seed,"['Apricot Kernel', 'Apricot Seed', 'Apricots,dried Ground', 'Armeniaca Vulgaris Seed', 'Armeniacae Amarae Semen', 'Armeniacae Semen', 'Armeniacae Semen Amarum (Prunus Armeniaca)', 'Bitter Apricot Seed (Prunus Armeniaca)', 'Chinese Bitter Almond Seed', 'Ku Xing Ren', 'Kuxingren (Prunus Armeniaca)', 'Prunus Armeniaca (Apricot) Kernel Extract', 'Prunus Armeniaca (Apricot) Seed Powder', 'Xing Ren']"
12286,Chamaecyparis obtusa wood oil,"['Chamaecyparis Obtusa Oil', 'Chamaecyparis Obtusa Water', 'Chamaecyparis Obtusa Wood Volatile Oil', 'Hinoki Cypress Wood Oil', 'Hinoki False Cypress Wood Oil', 'Hinoki Wood Oil', 'Japanese Cypress Woodo Oil']"
12287,Taraxacum officinale leaf,"['Blowball Leaf', 'Common Dandelion Leaf', 'Dandelion Leaf', 'Dandelion Leaf (Taraxacum Officinale Weber Ex Wigg.)', 'Faceclock Leaf', ""Lion's Tooth Leaf"", 'Taraxaci Folium (Taraxacum Officinale Weber Ex Wigg.)', 'Taraxacum Dens-leonis Leaf', 'Taraxacum Officinale (Dandelion) Leaf Extract', 'Taraxacum Officinale Dry Leaf', 'Taraxacum Vulgare Leaf']"
12288,Arnica montana flower,"['Arnica', 'Arnica Flower', 'Arnica Flower (Arnica Montana L.)', 'Arnica Flower (Arnica Montana)', 'Arnica Flowers', 'Arnica Flowers Extract', 'Arnica Montana Flower Extract', 'Arnica Montana Oil', 'Arnica Montana Powder', 'Arnicae Flos', 'Arnicae Flos (Arnica Montana L.)', 'European Arnica Flower', ""Leopard's Bane Flower"", 'Mountain Arnica Flower', 'Mountain Tobacco Flower']"
12289,Lonicera confusa flower,"['Caprifolium Confusum Flower', 'Gold-silver Flower (Lonicera Confusa)', 'Honeysuckle Flower (Lonicera Confusa)', 'Jin Yin Hua (Lonicera Confusa)', 'Jinyinhua (Lonicera Confusa)', 'Lonicera Multiflora Flower', 'Lonicera Telfairii Flower', 'Lonicerae Flos (Lonicera Confusa)', 'Nintooa Confusa Flower', 'Shan Yin Hua', 'Wild Honeysuckle']"
12290,Forsythia suspensa fruit,"['Forsythia Fortunei Fruit', 'Forsythia Fruit', 'Forsythia Fruit (Forsythia Suspensa)', 'Forsythia Suspensa Fruit Extract', 'Forsythiae Fructus', 'Goldenbells Fruit', 'Lian Qiao', 'Lianqiao', 'Ligustrum Suspensum Fruit', 'Qingqiao', 'Rangium Suspensum Fruit', 'Syringa Suspensa Fruit', 'Weeping Forsythia Capsule', 'Weeping Forsythia Fruit']"
12291,Mentha arvensis top,"['Chinese Mint Top', 'Corn Mint Top', 'Field Mint Top', 'Japanese Mint Top', 'Mentha Austriaca Top', 'Mentha Gentilis Top', 'Mentha Herb', 'Mentha Lapponica Top', 'Mentha Parietariifolia Top', 'Menthae Herba', 'Wild Mint Top']"
12292,Platycodon grandiflorus root,"['Balloon Flower Root', 'Campanula Glauca Root', 'Campanula Grandiflora Root', 'Chinese Bellflower Root', 'Japanese Bellflower Root', 'Jie Geng', 'Jiegeng', 'Platycodi Radix', 'Platycodon Autumalis Root', 'Platycodon Chinensis Root', 'Platycodon Glaucus Root', 'Platycodon Grandiflorum Root', 'Platycodon Grandiflorum Root Extract', 'Platycodon Root', 'Radix Platycodonis']"
12293,Citrus junos fruit,"['Citri Fructus (Citrus Junos)', 'Citron Fruit (Citrus Junos)', 'Citrus Junos Fruit Extract', 'Citrus Junos Fruit Powder', 'Citrus Sechen Fruit', 'Citrus Wilsonii Fruit', 'Citrus X Aurantium Subsp. Junos Fruit', 'Citrus X Hsiangyuan Fruit', 'Citrus X Junos Fruit', 'Citrus X Wilsonii Fruit', 'Kuzu Fruit', 'Xiangyuan (Citrus Junos)', 'Yuzu Fruit']"
12294,Equisetum arvense top,"['Bottlebrush Top', 'Common Horsetail Top', 'Equisetum', 'Equisetum Arvense', 'Equisetum Arvense Sterile Top', 'Equisetum Arvense Top Extract', 'Equisetum Arvense Vegetative Shoot', 'Equisetum Arvense Vegetative Top', 'Equisetum Calderi Top', 'Extract of the Sterile Caules of Equisetum Arvense', 'Field Horsetail Top', 'Foxtail-rush Top', 'Horesetail-fern Top', 'Horse-pipes Top', 'Horsetail (Equisetum Arvense) Extract', 'Meadow-pine Top', 'Pine-grass Top', 'Scouring Rush Top', 'Shave Grass Top', 'Shavetail Grass Top', 'Snake-grass Top', 'Western Horsetail Top']"
12295,Inula helenium root,"['Aucklandiae Lappa Radix (Inula Helenium)', 'Aucklandiae Radix (Inula Helenium)', 'Elecampane', 'Elecampane Extract', 'Elecampane Inula Root', 'Elecampane Rhizome', 'Elecampane Root', 'Elecampane Root Extract', 'Elf-dock Root', 'Elf-wort Root', 'Horse-elder Root', 'Horse-heal Root', 'Inula', 'Inula Helenium', 'Inula Helenium Extract', 'Inula Helenium Rhizome', 'Inula Helenium Root Extract', 'Inula Helenium Root With Rhizome', 'Inula Root (Inula Helenium)', 'Inulae Racemosae Radix (Inula Helenium)', 'Inulae Radix (Inula Helenium)', 'Mu Xiang (Inula Helenium)', 'Saussurea Radix (Inula Helenium)', 'Scab-wort Root', 'Tu Mu Xiang', 'Tu Mu Xiang Root', 'Tumuxiang (Inula Helenium)', 'Velvet-dock Root', 'Wood Fragrance (Inula Helenium)', 'Yellow Starwort Root']"
12296,Usnea barbata,"['Bearded Usnea', 'Lichen Barbatus', 'Usnea', 'Usnea (Usnea Barbata)', 'Usnea Barbata (Lichen) Extract', 'Usnea Barbata Whole', 'Usnea Extract']"
12297,Azadirachta indica leaf,"['Antelaea Azadirachta Leaf', 'Azadirachta Indica Leaf Extract', 'Azadirachta Leaf', 'Bead Tree Leaf', 'Margosa Leaf', 'Melia Azadirachta Leaf', 'Melia Azadirachta Leaf Extract', 'Melia Azadirachta Leaf Powder', 'Neem Leaf', 'Nimba Leaf']"
12298,Zanthoxylum clava-herculis whole,"['Hercules Club Whole', 'Hercules-club Pricklyash Whole', 'Hercules-club Whole', 'Pepperwood Whole', 'Southern Prickly Ash', 'Zanthoxylum Clava-herculis']"
12299,Salix alba bark volatile oil,"['Golden Willow Bark Volatile Oil', 'Golden Willow Bark Water', 'Salix Alba (Willow) Bark Water', 'Salix Alba Bark Water', 'Salix Vitellina Bark Volatile Oil', 'Salix Vitellina Bark Water', 'White Willow Bark Volatile Oil', 'White Willow Bark Water']"
12300,Apple fruit oil,"['Apple Fruit Water', 'Malus Domestica Fruit Oil', 'Malus Domestica Fruit Water', 'Malus X Domestica Fruit Oil', 'Pyrus Malus (Apple) Fruit Water']"
12301,Platycodon grandiflorus leaf,"['Balloon Flower Leaf', 'Chinese-bellflower Leaf', 'Japanese Bellflower Leaf', 'Jie Geng Leaf', 'Platycodon Grandiflorum Leaf', 'Platycodon Leaf']"
12302,Chamomile,"['Blue Chamomile Flower', 'Chamomile Extract', 'Chamomile Flower (Hungarian or German)', 'Chamomile Flower, German', 'Chamomile Flowers', 'Chamomile Tea', 'Chamomilla Chamomilla Flower', 'Chamomilla Flower', 'Chamomilla Recutita (Matricaria) Flower', 'Chamomilla Recutita (Matricaria) Flower Extract', 'Chamomilla Recutita (Matricaria) Flower Powder', 'Chamomilla Recutita Flower', 'Chamomilla Vulgaris Flower', 'German Chamomile Extract', 'German Chamomile Flower', 'Hungarian Chamomile Extract', 'Hungarian Chamomile Flower', 'Matricaria Chamomilla Extract', 'Matricaria Chamomilla Flower', 'Matricaria Chamomilla Flower Extract', 'Matricaria Flower', 'Matricaria Recutita Flower', 'Matricaria Recutita Flower Dry Extract', 'Matricaria Recutita Flower Extract', 'Matricaria Recutita L. Flower', 'Matricaria Recutita Preparation', 'Matricaria Suaveolens Flower', 'Matricariae Flos', 'Mayweed Flower', 'Scented Mayweed Flower', 'Sweet False Chamomile Flower', 'True Chamomile Flower', 'Wild Chamomile Flower']"
12303,Tribulus terrestris,"['Bindii Whole', 'Bullhead Whole', 'Burra Gokharu Whole', 'Caltrop Whole', 'Goathead Whole', 'Gokshura Whole', 'Mexican Sandbur Whole', 'Puncture Vine Whole', 'Puncturevine Caltrop Whole', 'Small Caltrops Whole', 'Texas Sandbur Whole', 'Tribulus', 'Tribulus Whole', 'Yellow Vine Whole']"
12304,Tremella fuciformis whole,"['Silver Ear Fungus Whole', 'Snow Fungus Whole', 'Tremella', 'Tremella Fuciformis']"
12305,Saw palmetto,"['Abal Fructus', 'Brahea Serrulata Fruit', 'Chamaerops Serrulata Fruit', 'Corypha Obliqua Fruit', 'Corypha Repens Fruit', 'Diglossophyllum Serrulatum Fruit', 'Sabal Palm Fruit', 'Sabal Serrulata', 'Sabal Serrulata Fruit', 'Sabalis Serrulatae Fructus (Serenoa Repens (W. Bartram) Small (Sabal Serrulata (Michaux) Nichols))', 'Saw Palmetto Berry', 'Saw Palmetto Extract', 'Saw Palmetto Fruit', 'Saw Palmetto Fruit (Serenoa Repens (W. Bartram) Small (Sabal Serrulata (Michaux) Nichols))', 'Saw Palmetto Fruit Extract', 'Serenoa', 'Serenoa Preparation', 'Serenoa Repens Fruit', 'Serenoa Repens Fruit Dry Extract', 'Serenoa Repens Fruit Ethanol Extract', 'Serenoa Serrulata Fruit', 'Serenoa Serrulata Fruit Extract', 'Serenoa Serrulata Fruit Powder']"
12306,Rice bran,"['Oryza Sativa (Rice) Bran', 'Oryza Sativa (Rice) Bran Extract', 'Oryza Sativa (Rice) Bran Wax', 'Oryza Sativa (Rice) Hull Extract', 'Oryza Sativa (Rice) Hull Powder', 'Oryza Sativa Bran', 'Oryza Sative Bran Wax', 'Rice Bran Fiber', 'Rice Bran Wax', 'Rice Hull']"
12307,Moringa oleifera leaf,"['Horseradish Tree Leaf', 'Horseradishtree Leaf', 'Maranga Leaf', 'Moringa Moringa Leaf', 'Moringa Oleifera Leaf Extract', 'Moringa Pterygosperma Leaf', 'Muringnga Leaf', 'Murungai Leaf', 'Shigru Leaf', 'Shobhanjana Leaf']"
12308,Rosa centifolia flower oil,"['Cabbage Rose Oil', 'Cabbage Rose Water', 'Rosa Centifolia Flower Volatile Oil', 'Rosa Centifolia Flower Water', 'Rose Absolute (Rosa Centifolia)']"
12309,Scutellaria baicalensis root,"['Baical Skullcap Root', 'Huang Qin', 'Huangqin', 'Scutellaria Baicalensis', 'Scutellaria Baicalensis Extract', 'Scutellaria Baicalensis Root Dry Extract', 'Scutellaria Baicalensis Root Extract', 'Scutellaria Baicalensis Root Georgi', 'Scutellaria Baicalensis Root Powder', 'Scutellaria Lanceolaria Root', 'Scutellaria Macrantha Root', 'Scutellaria Root', 'Scutellaria Root Extract', 'Scutellariae Radix']"
12310,Garcinia gummi-gutta fruit,"['Brindall Berry Fruit', 'Brindleberry Fruit', 'Gambooge Fruit', 'Garcinia Cambogia', 'Garcinia Cambogia (Constituent of Garcinia Cambogia and Garcinia Indica)', 'Garcinia Cambogia Fruit', 'Garcinia Cambogia Fruit Extract', 'Garcinia Fruit', 'Goraka Fruit', 'Kodumpuli Fruit', 'Malabar Tamarind Fruit']"
12311,Ilex paraguariensis leaf,"['Houx Mate', 'Ilex Mate', 'Ilex Paraguariensis', 'Ilex Paraguariensis Leaf Extract', ""Jesuit's Tea"", 'Mat', 'Mate', 'Mate (Leaves)', 'Mate Absolute', 'Mate Extract', 'Mate Folium', 'Mate Folium (Ilex Paraguariensis St. Hilaire)', ""Mate' Leaf (Ilex Paraguariensis St. Hilaire)"", 'Paraguay Tea', 'Paraguay Tea Extract', 'Yerba Mat', 'Yerba Mate', 'Yerba Mate Extract']"
12312,Chondrus crispus,"['Carageen', 'Carageen Leaf', 'Carrageen', 'Carrageen Leaf', 'Carrageen Moss', 'Chondrus Crispus Leaf', 'Chondrus Crispus Powder', 'Chondrus Crispus Whole', 'Chondrus Norvegicus', 'Chondrus Platynus', 'Fucus Norvegicus', 'Halymenia Platynus', 'Iridaea Heterocarpa', 'Iridophycus Heterocarpum', 'Irish Moss', 'Irish Moss (Chondrus Crispus)', 'Mazzaella Heterocarpa', 'Polymorpha Crispa']"
12313,Capsicum annuum whole,"['Capsicum Annuum Whole Extract', 'Cayenne Pepper Whole', 'Pimento Whole', 'Red Pepper Whole', 'Sweet Pepper Whole']"
12314,Typhonium giganteum whole,"['Typhonium', 'Typhonium Giganteum', 'Typhonium Giraldii Whole', 'Typhonium Stoliczkae Whole', 'Typhonium Whole']"
12315,Phellodendron amurense bark,"['Amur Cork Tree Bark', 'Amur Cork-tree', 'Amur Cork-tree Bark (Phellodendron Amurense)', 'Guanhuangbo', 'Phellodendri Amurensis Cortex', 'Phellodendri Cortex (Phellodendron Amurense)', 'Phellodendron Amurense', 'Phellodendron Amurense Bark Extract', 'Phellodendron Bark (Phellodendron Amurense)', 'Yellow Fir (Phellodendron Amurense)']"
12316,Mangostin,"['.Alpha.-mangosten', '.Alpha.-mangostin', '7-o-methyl-.gamma.-mangostin', '7-o-methyl-4-desprenylcostatin']"
